row_id,language,language_name,review_date,created_at,updated_at,created_ms,updated_ms,recommended,eventually_edited,playtime_hours
27,3,Spanish,2024-03-18,2024-03-18 04:09:00,2024-03-18 04:09:00,2026354140000,2026354140000,1,0,45
28,3,Spanish,2024-03-18,2024-03-18 06:09:00,2024-03-18 06:09:00,2026361340000,2026361340000,1,0,56
29,3,Spanish,2024-03-18,2024-03-18 08:09:00,2024-03-18 08:09:00,2026368540000,2026368540000,1,0,67
30,3,Spanish,2024-03-18,2024-03-18 10:09:00,2024-03-18 10:09:00,2026375740000,2026375740000,1,0,78
31,3,Spanish,2024-03-18,2024-03-18 12:09:00,2024-03-18 12:09:00,2026382940000,2026382940000,1,0,89
32,3,Spanish,2024-03-18,2024-03-18 14:09:00,2024-03-18 14:09:00,2026390140000,2026390140000,1,0,100
33,3,Spanish,2024-03-18,2024-03-18 16:09:00,2024-03-18 16:09:00,2026397340000,2026397340000,0,0,111
34,3,Spanish,2024-03-18,2024-03-18 18:09:00,2024-03-19 21:09:00,2026404540000,2026501740000,1,1,122
35,3,Spanish,2024-03-18,2024-03-18 20:09:00,2024-03-18 20:09:00,2026411740000,2026411740000,1,0,133
36,3,Spanish,2024-03-18,2024-03-18 22:09:00,2024-03-18 22:09:00,2026418940000,2026418940000,1,0,144
37,4,Japanese,2024-03-18,2024-03-18 00:12:00,2024-03-18 00:12:00,2026339920000,2026339920000,1,0,28
38,4,Japanese,2024-03-18,2024-03-18 02:12:00,2024-03-18 02:12:00,2026347120000,2026347120000,0,0,39
39,4,Japanese,2024-03-18,2024-03-18 04:12:00,2024-03-18 04:12:00,2026354320000,2026354320000,1,0,50
40,4,Japanese,2024-03-18,2024-03-18 06:12:00,2024-03-18 06:12:00,2026361520000,2026361520000,1,0,61
41,4,Japanese,2024-03-18,2024-03-18 08:12:00,2024-03-18 08:12:00,2026368720000,2026368720000,1,0,72
42,4,Japanese,2024-03-18,2024-03-18 10:12:00,2024-03-18 10:12:00,2026375920000,2026375920000,1,0,83
43,4,Japanese,2024-03-18,2024-03-18 12:12:00,2024-03-18 12:12:00,2026383120000,2026383120000,1,0,94
44,4,Japanese,2024-03-18,2024-03-18 14:12:00,2024-03-18 14:12:00,2026390320000,2026390320000,1,0,105
45,4,Japanese,2024-03-18,2024-03-18 16:12:00,2024-03-18 16:12:00,2026397520000,2026397520000,1,0,116
46,4,Japanese,2024-03-18,2024-03-18 18:12:00,2024-03-18 18:12:00,2026404720000,2026404720000,1,0,127
47,4,Japanese,2024-03-18,2024-03-18 20:12:00,2024-03-18 20:12:00,2026411920000,2026411920000,1,0,138
48,4,Japanese,2024-03-18,2024-03-18 22:12:00,2024-03-18 22:12:00,2026419120000,2026419120000,1,0,149
49,1,English,2024-03-19,2024-03-19 00:03:00,2024-03-19 00:03:00,2026425780000,2026425780000,1,0,20
50,1,English,2024-03-19,2024-03-19 02:03:00,2024-03-19 02:03:00,2026432980000,2026432980000,1,0,31
51,1,English,2024-03-19,2024-03-19 04:03:00,2024-03-19 04:03:00,2026440180000,2026440180000,0,0,42
52,1,English,2024-03-19,2024-03-19 06:03:00,2024-03-19 06:03:00,2026447380000,2026447380000,1,0,53
53,1,English,2024-03-19,2024-03-19 08:03:00,2024-03-19 08:03:00,2026454580000,2026454580000,1,0,64
54,1,English,2024-03-19,2024-03-19 10:03:00,2024-03-19 10:03:00,2026461780000,2026461780000,1,0,75
55,1,English,2024-03-19,2024-03-19 12:03:00,2024-03-19 12:03:00,2026468980000,2026468980000,1,0,86
56,1,English,2024-03-19,2024-03-19 14:03:00,2024-03-19 14:03:00,2026476180000,2026476180000,1,0,97
57,1,English,2024-03-19,2024-03-19 16:03:00,2024-03-19 16:03:00,2026483380000,2026483380000,1,0,108
58,1,English,2024-03-19,2024-03-19 18:03:00,2024-03-19 18:03:00,2026490580000,2026490580000,1,0,119
59,1,English,2024-03-19,2024-03-19 20:03:00,2024-03-19 20:03:00,2026497780000,2026497780000,1,0,130
60,1,English,2024-03-19,2024-03-19 22:03:00,2024-03-19 22:03:00,2026504980000,2026504980000,1,0,141
61,2,Simplified Chinese,2024-03-19,2024-03-19 00:06:00,2024-03-19 00:06:00,2026425960000,2026425960000,1,0,25
62,2,Simplified Chinese,2024-03-19,2024-03-19 02:06:00,2024-03-19 02:06:00,2026433160000,2026433160000,1,0,36
63,2,Simplified Chinese,2024-03-19,2024-03-19 04:06:00,2024-03-22 06:06:00,2026440360000,2026706760000,1,1,47
64,2,Simplified Chinese,2024-03-19,2024-03-19 06:06:00,2024-03-19 06:06:00,2026447560000,2026447560000,1,0,58
65,2,Simplified Chinese,2024-03-19,2024-03-19 08:06:00,2024-03-19 08:06:00,2026454760000,2026454760000,1,0,69
66,2,Simplified Chinese,2024-03-19,2024-03-19 10:06:00,2024-03-19 10:06:00,2026461960000,2026461960000,1,0,80
67,2,Simplified Chinese,2024-03-19,2024-03-19 12:06:00,2024-03-19 12:06:00,2026469160000,2026469160000,1,0,91
68,2,Simplified Chinese,2024-03-19,2024-03-19 14:06:00,2024-03-19 14:06:00,2026476360000,2026476360000,1,0,102
69,2,Simplified Chinese,2024-03-19,2024-03-19 16:06:00,2024-03-19 16:06:00,2026483560000,2026483560000,1,0,113
70,2,Simplified Chinese,2024-03-19,2024-03-19 18:06:00,2024-03-19 18:06:00,2026490760000,2026490760000,1,0,124
71,2,Simplified Chinese,2024-03-19,2024-03-19 20:06:00,2024-03-19 20:06:00,2026497960000,2026497960000,1,0,135
72,2,Simplified Chinese,2024-03-19,2024-03-19 22:06:00,2024-03-19 22:06:00,2026505160000,2026505160000,1,0,146
73,3,Spanish,2024-03-19,2024-03-19 00:09:00,2024-03-19 00:09:00,2026426140000,2026426140000,1,0,30
74,3,Spanish,2024-03-19,2024-03-19 02:09:00,2024-03-19 02:09:00,2026433340000,2026433340000,1,0,41
75,3,Spanish,2024-03-19,2024-03-19 04:09:00,2024-03-19 04:09:00,2026440540000,2026440540000,1,0,52
76,3,Spanish,2024-03-19,2024-03-19 06:09:00,2024-03-19 06:09:00,2026447740000,2026447740000,1,0,63
77,3,Spanish,2024-03-19,2024-03-19 08:09:00,2024-03-19 08:09:00,2026454940000,2026454940000,1,0,74
78,3,Spanish,2024-03-19,2024-03-19 10:09:00,2024-03-19 10:09:00,2026462140000,2026462140000,1,0,85
79,3,Spanish,2024-03-19,2024-03-19 12:09:00,2024-03-19 12:09:00,2026469340000,2026469340000,1,0,96
80,3,Spanish,2024-03-19,2024-03-19 14:09:00,2024-03-19 14:09:00,2026476540000,2026476540000,1,0,107
81,3,Spanish,2024-03-19,2024-03-19 16:09:00,2024-03-19 16:09:00,2026483740000,2026483740000,1,0,118
82,3,Spanish,2024-03-19,2024-03-19 18:09:00,2024-03-19 18:09:00,2026490940000,2026490940000,1,0,129
83,3,Spanish,2024-03-19,2024-03-19 20:09:00,2024-03-19 20:09:00,2026498140000,2026498140000,1,0,140
84,3,Spanish,2024-03-19,2024-03-19 22:09:00,2024-03-19 22:09:00,2026505340000,2026505340000,1,0,151
85,4,Japanese,2024-03-19,2024-03-19 00:12:00,2024-03-19 00:12:00,2026426320000,2026426320000,1,0,35
86,4,Japanese,2024-03-19,2024-03-19 02:12:00,2024-03-21 06:12:00,2026433520000,2026620720000,1,1,46
87,4,Japanese,2024-03-19,2024-03-19 04:12:00,2024-03-19 04:12:00,2026440720000,2026440720000,1,0,57
88,4,Japanese,2024-03-19,2024-03-19 06:12:00,2024-03-19 06:12:00,2026447920000,2026447920000,1,0,68
89,4,Japanese,2024-03-19,2024-03-19 08:12:00,2024-03-19 08:12:00,2026455120000,2026455120000,1,0,79
90,4,Japanese,2024-03-19,2024-03-19 10:12:00,2024-03-19 10:12:00,2026462320000,2026462320000,1,0,90
91,4,Japanese,2024-03-19,2024-03-19 12:12:00,2024-03-19 12:12:00,2026469520000,2026469520000,1,0,101
92,4,Japanese,2024-03-19,2024-03-19 14:12:00,2024-03-19 14:12:00,2026476720000,2026476720000,1,0,112
93,4,Japanese,2024-03-19,2024-03-19 16:12:00,2024-03-19 16:12:00,2026483920000,2026483920000,1,0,123
94,4,Japanese,2024-03-19,2024-03-19 18:12:00,2024-03-19 18:12:00,2026491120000,2026491120000,1,0,134
95,4,Japanese,2024-03-19,2024-03-19 20:12:00,2024-03-19 20:12:00,2026498320000,2026498320000,0,0,145
96,4,Japanese,2024-03-19,2024-03-19 22:12:00,2024-03-19 22:12:00,2026505520000,2026505520000,1,0,156
97,1,English,2024-03-20,2024-03-20 00:03:00,2024-03-20 00:03:00,2026512180000,2026512180000,1,0,27
98,1,English,2024-03-20,2024-03-20 02:03:00,2024-03-20 02:03:00,2026519380000,2026519380000,1,0,38
99,1,English,2024-03-20,2024-03-20 04:03:00,2024-03-20 04:03:00,2026526580000,2026526580000,1,0,49
100,1,English,2024-03-20,2024-03-20 06:03:00,2024-03-20 06:03:00,2026533780000,2026533780000,1,0,60
101,1,English,2024-03-20,2024-03-20 08:03:00,2024-03-20 08:03:00,2026540980000,2026540980000,1,0,71
102,1,English,2024-03-20,2024-03-20 10:03:00,2024-03-23 11:03:00,2026548180000,2026810980000,1,1,82
103,1,English,2024-03-20,2024-03-20 12:03:00,2024-03-20 12:03:00,2026555380000,2026555380000,1,0,93
104,1,English,2024-03-20,2024-03-20 14:03:00,2024-03-20 14:03:00,2026562580000,2026562580000,1,0,104
105,1,English,2024-03-20,2024-03-20 16:03:00,2024-03-20 16:03:00,2026569780000,2026569780000,1,0,115
106,1,English,2024-03-20,2024-03-20 18:03:00,2024-03-20 18:03:00,2026576980000,2026576980000,1,0,126
107,1,English,2024-03-20,2024-03-20 20:03:00,2024-03-20 20:03:00,2026584180000,2026584180000,1,0,137
108,1,English,2024-03-20,2024-03-20 22:03:00,2024-03-20 22:03:00,2026591380000,2026591380000,0,0,148
109,2,Simplified Chinese,2024-03-20,2024-03-20 00:06:00,2024-03-20 00:06:00,2026512360000,2026512360000,1,0,32
110,2,Simplified Chinese,2024-03-20,2024-03-20 02:06:00,2024-03-22 04:06:00,2026519560000,2026699560000,1,1,43
111,2,Simplified Chinese,2024-03-20,2024-03-20 04:06:00,2024-03-20 04:06:00,2026526760000,2026526760000,1,0,54
112,2,Simplified Chinese,2024-03-20,2024-03-20 06:06:00,2024-03-20 06:06:00,2026533960000,2026533960000,1,0,65
113,2,Simplified Chinese,2024-03-20,2024-03-20 08:06:00,2024-03-20 08:06:00,2026541160000,2026541160000,0,0,76
114,2,Simplified Chinese,2024-03-20,2024-03-20 10:06:00,2024-03-20 10:06:00,2026548360000,2026548360000,1,0,87
115,2,Simplified Chinese,2024-03-20,2024-03-20 12:06:00,2024-03-20 12:06:00,2026555560000,2026555560000,1,0,98
116,2,Simplified Chinese,2024-03-20,2024-03-20 14:06:00,2024-03-20 14:06:00,2026562760000,2026562760000,1,0,109
117,2,Simplified Chinese,2024-03-20,2024-03-20 16:06:00,2024-03-23 18:06:00,2026569960000,2026836360000,1,1,120
118,2,Simplified Chinese,2024-03-20,2024-03-20 18:06:00,2024-03-20 18:06:00,2026577160000,2026577160000,1,0,131
119,2,Simplified Chinese,2024-03-20,2024-03-20 20:06:00,2024-03-20 20:06:00,2026584360000,2026584360000,1,0,142
120,2,Simplified Chinese,2024-03-20,2024-03-20 22:06:00,2024-03-20 22:06:00,2026591560000,2026591560000,1,0,153
121,3,Spanish,2024-03-20,2024-03-20 00:09:00,2024-03-20 00:09:00,2026512540000,2026512540000,1,0,37
122,3,Spanish,2024-03-20,2024-03-20 02:09:00,2024-03-20 02:09:00,2026519740000,2026519740000,1,0,48
123,3,Spanish,2024-03-20,2024-03-20 04:09:00,2024-03-20 04:09:00,2026526940000,2026526940000,1,0,59
124,3,Spanish,2024-03-20,2024-03-20 06:09:00,2024-03-20 06:09:00,2026534140000,2026534140000,1,0,70
125,3,Spanish,2024-03-20,2024-03-20 08:09:00,2024-03-22 11:09:00,2026541340000,2026724940000,1,1,81
126,3,Spanish,2024-03-20,2024-03-20 10:09:00,2024-03-20 10:09:00,2026548540000,2026548540000,1,0,92
127,3,Spanish,2024-03-20,2024-03-20 12:09:00,2024-03-20 12:09:00,2026555740000,2026555740000,1,0,103
128,3,Spanish,2024-03-20,2024-03-20 14:09:00,2024-03-20 14:09:00,2026562940000,2026562940000,1,0,114
129,3,Spanish,2024-03-20,2024-03-20 16:09:00,2024-03-20 16:09:00,2026570140000,2026570140000,1,0,125
130,3,Spanish,2024-03-20,2024-03-20 18:09:00,2024-03-20 18:09:00,2026577340000,2026577340000,1,0,136
131,3,Spanish,2024-03-20,2024-03-20 20:09:00,2024-03-20 20:09:00,2026584540000,2026584540000,0,0,147
132,3,Spanish,2024-03-20,2024-03-20 22:09:00,2024-03-24 01:09:00,2026591740000,2026861740000,1,1,158
133,4,Japanese,2024-03-20,2024-03-20 00:12:00,2024-03-20 00:12:00,2026512720000,2026512720000,1,0,42
134,4,Japanese,2024-03-20,2024-03-20 02:12:00,2024-03-20 02:12:00,2026519920000,2026519920000,1,0,53
135,4,Japanese,2024-03-20,2024-03-20 04:12:00,2024-03-20 04:12:00,2026527120000,2026527120000,1,0,64
136,4,Japanese,2024-03-20,2024-03-20 06:12:00,2024-03-20 06:12:00,2026534320000,2026534320000,0,0,75
137,4,Japanese,2024-03-20,2024-03-20 08:12:00,2024-03-20 08:12:00,2026541520000,2026541520000,1,0,86
138,4,Japanese,2024-03-20,2024-03-20 10:12:00,2024-03-20 10:12:00,2026548720000,2026548720000,1,0,97
139,4,Japanese,2024-03-20,2024-03-20 12:12:00,2024-03-20 12:12:00,2026555920000,2026555920000,1,0,108
140,4,Japanese,2024-03-20,2024-03-20 14:12:00,2024-03-22 18:12:00,2026563120000,2026750320000,1,1,119
141,4,Japanese,2024-03-20,2024-03-20 16:12:00,2024-03-20 16:12:00,2026570320000,2026570320000,1,0,130
142,4,Japanese,2024-03-20,2024-03-20 18:12:00,2024-03-20 18:12:00,2026577520000,2026577520000,1,0,141
143,4,Japanese,2024-03-20,2024-03-20 20:12:00,2024-03-20 20:12:00,2026584720000,2026584720000,1,0,152
144,4,Japanese,2024-03-20,2024-03-20 22:12:00,2024-03-20 22:12:00,2026591920000,2026591920000,1,0,163
145,1,English,2024-03-21,2024-03-21 00:03:00,2024-03-21 00:03:00,2026598580000,2026598580000,1,0,34
146,1,English,2024-03-21,2024-03-21 02:03:00,2024-03-21 02:03:00,2026605780000,2026605780000,1,0,45
147,1,English,2024-03-21,2024-03-21 04:03:00,2024-03-21 04:03:00,2026612980000,2026612980000,1,0,56
148,1,English,2024-03-21,2024-03-21 06:03:00,2024-03-21 06:03:00,2026620180000,2026620180000,1,0,67
149,1,English,2024-03-21,2024-03-21 08:03:00,2024-03-21 08:03:00,2026627380000,2026627380000,0,0,78
150,1,English,2024-03-21,2024-03-21 10:03:00,2024-03-21 10:03:00,2026634580000,2026634580000,1,0,89
151,1,English,2024-03-21,2024-03-21 12:03:00,2024-03-21 12:03:00,2026641780000,2026641780000,1,0,100
152,1,English,2024-03-21,2024-03-21 14:03:00,2024-03-21 14:03:00,2026648980000,2026648980000,1,0,111
153,1,English,2024-03-21,2024-03-21 16:03:00,2024-03-21 16:03:00,2026656180000,2026656180000,1,0,122
154,1,English,2024-03-21,2024-03-21 18:03:00,2024-03-21 18:03:00,2026663380000,2026663380000,1,0,133
155,1,English,2024-03-21,2024-03-21 20:03:00,2024-03-21 20:03:00,2026670580000,2026670580000,1,0,144
156,1,English,2024-03-21,2024-03-21 22:03:00,2024-03-24 23:03:00,2026677780000,2026940580000,1,1,155
157,2,Simplified Chinese,2024-03-21,2024-03-21 00:06:00,2024-03-21 00:06:00,2026598760000,2026598760000,1,0,39
158,2,Simplified Chinese,2024-03-21,2024-03-21 02:06:00,2024-03-21 02:06:00,2026605960000,2026605960000,1,0,50
159,2,Simplified Chinese,2024-03-21,2024-03-21 04:06:00,2024-03-21 04:06:00,2026613160000,2026613160000,1,0,61
160,2,Simplified Chinese,2024-03-21,2024-03-21 06:06:00,2024-03-21 06:06:00,2026620360000,2026620360000,1,0,72
161,2,Simplified Chinese,2024-03-21,2024-03-21 08:06:00,2024-03-21 08:06:00,2026627560000,2026627560000,1,0,83
162,2,Simplified Chinese,2024-03-21,2024-03-21 10:06:00,2024-03-21 10:06:00,2026634760000,2026634760000,1,0,94
163,2,Simplified Chinese,2024-03-21,2024-03-21 12:06:00,2024-03-21 12:06:00,2026641960000,2026641960000,1,0,105
164,2,Simplified Chinese,2024-03-21,2024-03-21 14:06:00,2024-03-21 14:06:00,2026649160000,2026649160000,1,0,116
165,2,Simplified Chinese,2024-03-21,2024-03-21 16:06:00,2024-03-21 16:06:00,2026656360000,2026656360000,1,0,127
166,2,Simplified Chinese,2024-03-21,2024-03-21 18:06:00,2024-03-21 18:06:00,2026663560000,2026663560000,1,0,138
167,2,Simplified Chinese,2024-03-21,2024-03-21 20:06:00,2024-03-21 20:06:00,2026670760000,2026670760000,1,0,149
168,2,Simplified Chinese,2024-03-21,2024-03-21 22:06:00,2024-03-21 22:06:00,2026677960000,2026677960000,1,0,160
169,3,Spanish,2024-03-21,2024-03-21 00:09:00,2024-03-21 00:09:00,2026598940000,2026598940000,1,0,44
170,3,Spanish,2024-03-21,2024-03-21 02:09:00,2024-03-21 02:09:00,2026606140000,2026606140000,1,0,55
171,3,Spanish,2024-03-21,2024-03-21 04:09:00,2024-03-21 04:09:00,2026613340000,2026613340000,1,0,66
172,3,Spanish,2024-03-21,2024-03-21 06:09:00,2024-03-21 06:09:00,2026620540000,2026620540000,1,0,77
173,3,Spanish,2024-03-21,2024-03-21 08:09:00,2024-03-21 08:09:00,2026627740000,2026627740000,1,0,88
174,3,Spanish,2024-03-21,2024-03-21 10:09:00,2024-03-21 10:09:00,2026634940000,2026634940000,1,0,99
175,3,Spanish,2024-03-21,2024-03-21 12:09:00,2024-03-21 12:09:00,2026642140000,2026642140000,1,0,110
176,3,Spanish,2024-03-21,2024-03-21 14:09:00,2024-03-21 14:09:00,2026649340000,2026649340000,1,0,121
177,3,Spanish,2024-03-21,2024-03-21 16:09:00,2024-03-21 16:09:00,2026656540000,2026656540000,1,0,132
178,3,Spanish,2024-03-21,2024-03-21 18:09:00,2024-03-21 18:09:00,2026663740000,2026663740000,1,0,143
179,3,Spanish,2024-03-21,2024-03-21 20:09:00,2024-03-21 20:09:00,2026670940000,2026670940000,1,0,154
180,3,Spanish,2024-03-21,2024-03-21 22:09:00,2024-03-21 22:09:00,2026678140000,2026678140000,1,0,165
181,4,Japanese,2024-03-21,2024-03-21 00:12:00,2024-03-21 00:12:00,2026599120000,2026599120000,1,0,49
182,4,Japanese,2024-03-21,2024-03-21 02:12:00,2024-03-21 02:12:00,2026606320000,2026606320000,1,0,60
183,4,Japanese,2024-03-21,2024-03-21 04:12:00,2024-03-21 04:12:00,2026613520000,2026613520000,1,0,71
184,4,Japanese,2024-03-21,2024-03-21 06:12:00,2024-03-21 06:12:00,2026620720000,2026620720000,1,0,82
185,4,Japanese,2024-03-21,2024-03-21 08:12:00,2024-03-21 08:12:00,2026627920000,2026627920000,1,0,93
186,4,Japanese,2024-03-21,2024-03-21 10:12:00,2024-03-21 10:12:00,2026635120000,2026635120000,1,0,104
187,4,Japanese,2024-03-21,2024-03-21 12:12:00,2024-03-21 12:12:00,2026642320000,2026642320000,1,0,115
188,4,Japanese,2024-03-21,2024-03-21 14:12:00,2024-03-21 14:12:00,2026649520000,2026649520000,1,0,126
189,4,Japanese,2024-03-21,2024-03-21 16:12:00,2024-03-21 16:12:00,2026656720000,2026656720000,1,0,137
190,4,Japanese,2024-03-21,2024-03-21 18:12:00,2024-03-21 18:12:00,2026663920000,2026663920000,1,0,148
191,4,Japanese,2024-03-21,2024-03-21 20:12:00,2024-03-21 20:12:00,2026671120000,2026671120000,1,0,159
192,4,Japanese,2024-03-21,2024-03-21 22:12:00,2024-03-21 22:12:00,2026678320000,2026678320000,1,0,170
193,1,English,2024-03-22,2024-03-22 00:03:00,2024-03-22 00:03:00,2026684980000,2026684980000,1,0,41
194,1,English,2024-03-22,2024-03-22 02:03:00,2024-03-22 02:03:00,2026692180000,2026692180000,1,0,52
195,1,English,2024-03-22,2024-03-22 04:03:00,2024-03-22 04:03:00,2026699380000,2026699380000,1,0,63
196,1,English,2024-03-22,2024-03-22 06:03:00,2024-03-22 06:03:00,2026706580000,2026706580000,1,0,74
197,1,English,2024-03-22,2024-03-22 08:03:00,2024-03-22 08:03:00,2026713780000,2026713780000,1,0,85
198,1,English,2024-03-22,2024-03-22 10:03:00,2024-03-22 10:03:00,2026720980000,2026720980000,1,0,96
199,1,English,2024-03-22,2024-03-22 12:03:00,2024-03-22 12:03:00,2026728180000,2026728180000,1,0,107
200,1,English,2024-03-22,2024-03-22 14:03:00,2024-03-22 14:03:00,2026735380000,2026735380000,1,0,118
201,1,English,2024-03-22,2024-03-22 16:03:00,2024-03-22 16:03:00,2026742580000,2026742580000,1,0,129
202,1,English,2024-03-22,2024-03-22 18:03:00,2024-03-22 18:03:00,2026749780000,2026749780000,1,0,140
203,1,English,2024-03-22,2024-03-22 20:03:00,2024-03-22 20:03:00,2026756980000,2026756980000,1,0,151
204,1,English,2024-03-22,2024-03-22 22:03:00,2024-03-22 22:03:00,2026764180000,2026764180000,1,0,162
205,2,Simplified Chinese,2024-03-22,2024-03-22 00:06:00,2024-03-22 00:06:00,2026685160000,2026685160000,1,0,46
206,2,Simplified Chinese,2024-03-22,2024-03-22 02:06:00,2024-03-22 02:06:00,2026692360000,2026692360000,1,0,57
207,2,Simplified Chinese,2024-03-22,2024-03-22 04:06:00,2024-03-22 04:06:00,2026699560000,2026699560000,1,0,68
208,2,Simplified Chinese,2024-03-22,2024-03-22 06:06:00,2024-03-23 08:06:00,2026706760000,2026800360000,1,1,79
209,2,Simplified Chinese,2024-03-22,2024-03-22 08:06:00,2024-03-22 08:06:00,2026713960000,2026713960000,1,0,90
210,2,Simplified Chinese,2024-03-22,2024-03-22 10:06:00,2024-03-22 10:06:00,2026721160000,2026721160000,1,0,101
211,2,Simplified Chinese,2024-03-22,2024-03-22 12:06:00,2024-03-22 12:06:00,2026728360000,2026728360000,0,0,112
212,2,Simplified Chinese,2024-03-22,2024-03-22 14:06:00,2024-03-22 14:06:00,2026735560000,2026735560000,1,0,123
213,2,Simplified Chinese,2024-03-22,2024-03-22 16:06:00,2024-03-22 16:06:00,2026742760000,2026742760000,1,0,134
214,2,Simplified Chinese,2024-03-22,2024-03-22 18:06:00,2024-03-22 18:06:00,2026749960000,2026749960000,1,0,145
215,2,Simplified Chinese,2024-03-22,2024-03-22 20:06:00,2024-03-22 20:06:00,2026757160000,2026757160000,1,0,156
216,2,Simplified Chinese,2024-03-22,2024-03-22 22:06:00,2024-03-22 22:06:00,2026764360000,2026764360000,1,0,167
217,3,Spanish,2024-03-22,2024-03-22 00:09:00,2024-03-22 00:09:00,2026685340000,2026685340000,1,0,51
218,3,Spanish,2024-03-22,2024-03-22 02:09:00,2024-03-22 02:09:00,2026692540000,2026692540000,1,0,62
219,3,Spanish,2024-03-22,2024-03-22 04:09:00,2024-03-22 04:09:00,2026699740000,2026699740000,1,0,73
220,3,Spanish,2024-03-22,2024-03-22 06:09:00,2024-03-22 06:09:00,2026706940000,2026706940000,1,0,84
221,3,Spanish,2024-03-22,2024-03-22 08:09:00,2024-03-22 08:09:00,2026714140000,2026714140000,1,0,95
222,3,Spanish,2024-03-22,2024-03-22 10:09:00,2024-03-22 10:09:00,2026721340000,2026721340000,1,0,106
223,3,Spanish,2024-03-22,2024-03-22 12:09:00,2024-03-23 15:09:00,2026728540000,2026825740000,1,1,117
224,3,Spanish,2024-03-22,2024-03-22 14:09:00,2024-03-22 14:09:00,2026735740000,2026735740000,1,0,128
225,3,Spanish,2024-03-22,2024-03-22 16:09:00,2024-03-22 16:09:00,2026742940000,2026742940000,1,0,139
226,3,Spanish,2024-03-22,2024-03-22 18:09:00,2024-03-22 18:09:00,2026750140000,2026750140000,1,0,150
227,3,Spanish,2024-03-22,2024-03-22 20:09:00,2024-03-22 20:09:00,2026757340000,2026757340000,1,0,161
228,3,Spanish,2024-03-22,2024-03-22 22:09:00,2024-03-22 22:09:00,2026764540000,2026764540000,1,0,172
229,4,Japanese,2024-03-22,2024-03-22 00:12:00,2024-03-22 00:12:00,2026685520000,2026685520000,1,0,56
230,4,Japanese,2024-03-22,2024-03-22 02:12:00,2024-03-22 02:12:00,2026692720000,2026692720000,1,0,67
